Date,Close,High,Low,Open,Volume
1/1/2020,655.6152344,658.4179813,651.7893029,653.9692111,2112415
1/2/2020,653.7023926,659.1298712,650.3213376,657.4393709,5658200
1/3/2020,663.7566528,665.5361613,652.9906484,652.9906484,7882938
1/6/2020,657.3947754,670.6966096,655.303875,663.8454924,6519403
1/7/2020,647.6520996,660.7314428,645.1607444,656.6385952,7899363
1/8/2020,639.0214233,648.630757,630.2128358,645.0272637,8639443
1/9/2020,647.3406982,650.8552384,635.5514543,642.1356576,13521186
1/10/2020,656.7719727,660.9983044,649.9653325,658.8183961,9341405
1/13/2020,688.2692261,691.7837654,671.7642995,676.2130697,36952038
1/14/2020,690.1378174,691.2944869,682.6193841,685.0662079,11414418
1/15/2020,682.9307861,688.5362264,678.1261463,688.5362264,6047430
1/16/2020,682.4414673,687.3351154,676.4356265,685.7335687,5740586
1/17/2020,683.1978149,687.6911176,678.2152126,685.7336473,3762957
1/20/2020,683.7316284,689.0256768,678.8379803,686.5343216,3887680
1/21/2020,678.437561,685.5555945,676.8804912,683.7316093,4448374
1/22/2020,685.2886353,692.2287065,681.5516571,683.7315655,9733935
1/23/2020,697.8786621,698.9019011,691.0720753,691.4279444,12528017
1/24/2020,696.4550171,699.7915949,688.3137454,690.2267384,7540490
1/27/2020,692.3175659,698.2789286,689.0255196,693.1628431,3741610
1/28/2020,692.2288818,695.6099375,686.8903558,694.8981449,5121009
1/29/2020,702.638916,705.3971324,697.7897447,699.8806454,6832757
1/30/2020,694.6311035,702.6388912,692.2287564,702.6388912,3859680
1/31/2020,690.4047241,698.4125112,686.5342611,694.4975714,6092028
2/3/2020,682.7973022,703.751,680.2169937,695.7876901,6416745
2/4/2020,700.9927368,702.8167761,685.1996017,685.1996017,5771311
2/5/2020,698.0566406,699.3467951,689.0256682,694.8980241,6310409
2/6/2020,686.3118896,700.0586031,685.1107432,697.8786944,7341622
2/7/2020,691.605896,692.9850041,686.0004557,690.4047496,2853344
2/10/2020,687.9579468,692.228756,684.888284,688.6697393,3827682
2/11/2020,688.2692261,693.2073501,684.3988177,693.1183964,4312817
2/12/2020,694.9425049,696.899975,689.6484565,690.2712953,2948825
2/13/2020,704.9078369,706.4649069,695.9658172,698.4571183,4387430
2/14/2020,699.7471313,711.0914963,698.1010537,706.9096411,5321680
2/17/2020,702.4164429,705.9754596,696.944433,703.1727122,2929629
2/18/2020,709.7124634,710.9580867,697.2559045,698.457051,5083346
2/19/2020,712.2037964,716.1186825,708.377864,711.8033961,3985192
2/20/2020,709.1340942,717.2308357,706.3313468,714.695058,4564569
2/24/2020,708.1109009,722.1245304,704.8188536,711.8923565,6627536
2/25/2020,710.3797607,717.1418708,707.7104982,710.9135915,6996695
2/26/2020,696.4550171,713.0934295,694.4530704,706.4202738,8760569
2/27/2020,692.0952759,694.6755848,687.0681973,692.2287607,5223386
2/28/2020,651.0330811,673.3658871,642.4469323,667.3155701,14123957
3/2/2020,659.3522339,681.4626548,652.8570401,655.7487408,9821523
3/3/2020,664.6463623,675.3234123,659.5302758,671.7643956,7826587
3/4/2020,675.1009521,677.547776,663.3561867,670.7856663,11013444
3/5/2020,671.4085083,688.2693615,668.8727305,679.5497811,7755293
3/6/2020,657.4838257,661.9770732,648.7197149,659.3078108,9216022
3/9/2020,626.7873535,645.8280607,620.1586739,644.6269143,10308654
3/11/2020,610.3713379,619.2244024,595.2899944,614.5087163,16165009
3/12/2020,561.612854,596.1353056,558.3207526,594.3557972,13965574
3/13/2020,571.5335083,593.465968,507.1598227,526.7344124,16903113
3/16/2020,518.8601074,553.5605161,516.0573604,553.4270313,19140152
3/17/2020,493.769043,526.7344211,489.3647494,523.2643585,16059887
3/18/2020,475.3955994,514.277864,469.7901595,505.3803231,15390183
3/19/2020,485.405365,496.482815,453.1073003,453.1073003,16583991
3/20/2020,520.6842041,549.378779,487.5853347,488.9199661,21354894
3/23/2020,468.4110718,499.1075892,459.0241766,480.4672294,17146150
3/24/2020,524.7769775,534.8757195,464.4516581,464.4516581,20027097
3/25/2020,539.3690186,564.9939292,503.3339727,531.1832689,18339548
3/26/2020,572.1118774,579.0964253,544.6184545,547.198763,14843813
3/27/2020,580.7426147,600.4951701,571.4446719,591.7310581,13495283
3/30/2020,557.6089478,590.3518903,552.6262918,556.1853085,14624804
3/31/2020,570.7773438,589.0173056,563.8372716,578.3402548,15175521
4/1/2020,536.343811,567.2182921,528.5139851,564.4155447,13083824
