Date,Close,High,Low,Open,Volume
8/13/2020,2057.139893,2098.703389,2053.535642,2074.066436,2695682
8/14/2020,2045.915405,2081.639104,2037.657646,2077.715398,2270405
8/17/2020,2056.182129,2071.329384,2042.358147,2064.942025,2625630
8/18/2020,2071.100586,2088.665818,2051.527943,2064.758897,3493374
8/19/2020,2059.102051,2084.651486,2055.360794,2077.123527,2843005
8/20/2020,2055.679932,2077.305655,2044.000147,2059.466633,2895164
8/21/2020,2051.801514,2072.240966,2044.912249,2062.203691,1975294
8/24/2020,2051.345215,2062.157963,2034.829247,2053.626414,2167966
8/25/2020,2046.37207,2053.078884,2038.06864,2048.516486,1663419
8/26/2020,2056.272949,2062.11273,2022.465533,2045.779433,2618149
8/27/2020,2051.618408,2087.159656,2045.55051,2067.678133,3579393
8/28/2020,2042.631348,2080.407916,2039.483337,2069.868731,2941136
8/31/2020,2059.694824,2076.98627,2033.004793,2043.954549,6018154
9/1/2020,2049.748779,2078.628672,2045.140712,2070.416355,3610908
9/2/2020,2066.903564,2070.188581,2045.460289,2050.342145,2084137
9/3/2020,2098.246582,2120.602329,2069.503478,2069.503478,4654146
9/4/2020,2088.483154,2120.830508,2064.89547,2075.890892,5231303
9/7/2020,2123.385498,2138.395742,2083.510188,2088.665608,4620401
9/8/2020,2142.684814,2181.237082,2123.385958,2131.506938,7453998
9/9/2020,2123.933105,2152.539431,2116.952725,2121.515124,3866535
9/10/2020,2127.126953,2142.958565,2120.876601,2130.640089,2308813
9/11/2020,2166.318115,2174.439095,2126.214455,2126.944483,4145424
9/14/2020,2273.351807,2286.445979,2173.389835,2175.442914,7512131
9/15/2020,2273.351807,2315.873449,2248.897529,2273.351807,7318770
9/16/2020,2283.936768,2288.134263,2260.486083,2271.116383,3074003
9/17/2020,2245.566406,2277.320738,2236.122377,2262.949185,4828176
9/18/2020,2235.483154,2281.563363,2223.164683,2267.51127,4183256
9/21/2020,2249.536133,2285.670193,2237.536892,2249.262344,4598809
9/22/2020,2302.140137,2331.38515,2242.874637,2267.511584,7499613
9/23/2020,2251.498047,2299.312118,2198.163652,2290.324104,7502280
9/24/2020,2128.130615,2235.575092,2101.075683,2235.575092,8424708
9/25/2020,2210.299805,2226.450652,2146.243769,2160.752108,8228267
9/28/2020,2213.949707,2230.100554,2158.927132,2226.450635,4347166
9/29/2020,2270.614014,2291.281809,2213.949168,2221.750912,6995811
9/30/2020,2274.173096,2285.761543,2244.699958,2271.161868,3917166
10/1/2020,2302.59668,2317.698262,2274.173028,2290.323873,2610337
10/5/2020,2468.987549,2489.33589,2375.230262,2390.696748,17412105
10/6/2020,2476.743408,2496.544171,2418.162263,2496.544171,9846367
10/7/2020,2496.498535,2527.56851,2466.432377,2502.019081,9656101
10/8/2020,2578.393311,2632.50339,2554.942632,2554.942632,19839329
10/9/2020,2566.759766,2582.180806,2536.693604,2564.067995,7739245
10/12/2020,2582.317383,2604.216894,2555.627353,2569.086428,4623203
10/13/2020,2579.169189,2605.037852,2566.075018,2596.004393,4209878
10/14/2020,2574.633057,2604.323353,2554.427055,2604.323353,4395936
10/15/2020,2511.403809,2591.265368,2498.941087,2575.91617,6629355
10/16/2020,2532.205322,2539.856878,2502.881482,2520.109283,5273773
10/19/2020,2484.783447,2542.010717,2480.24746,2542.010717,3331194
10/20/2020,2509.9375,2529.089544,2490.647866,2497.10832,3406273
10/21/2020,2451.656494,2519.101423,2440.339458,2509.937722,4570143
10/22/2020,2447.761963,2461.9657,2417.476109,2438.460896,5262294
10/23/2020,2462.102783,2476.031561,2446.79945,2463.019153,3499091
10/26/2020,2463.385986,2483.317035,2447.166281,2464.989634,2672752
10/27/2020,2410.190186,2490.830736,2404.646327,2473.96962,3537502
10/28/2020,2402.905273,2433.83276,2388.060125,2428.380403,3569445
10/29/2020,2412.481201,2432.962159,2382.790905,2389.892772,3105968
10/30/2020,2441.98877,2450.694285,2402.355766,2415.643131,3427003
11/2/2020,2386.777832,2441.989135,2382.608303,2437.54465,2571196
11/3/2020,2413.352295,2442.126226,2383.524405,2386.227651,2879269
11/4/2020,2431.266846,2494.22164,2391.725572,2391.725572,4893928
11/5/2020,2461.094727,2483.362561,2443.958653,2460.453312,2816502
11/6/2020,2481.026367,2486.341359,2457.063377,2473.283084,3884421
11/9/2020,2498.574951,2514.519702,2469.709291,2502.698617,3646592
11/10/2020,2428.014404,2486.249548,2417.70524,2471.633489,4760020
11/11/2020,2463.019531,2467.601382,2422.332566,2444.829496,3242441
11/12/2020,2447.670166,2486.111843,2439.14788,2461.369853,2437505
11/13/2020,2434.657471,2442.034069,2415.551069,2433.649374,2548093
11/14/2020,2447.029053,2464.119266,2437.590396,2453.993331,298819
